key,source_text,target_text,status
jer.randomAspect.text,Random Aspect,ランダムな側面,translated
jer.rareDrop.text,Rare Drop,レアドロップ,translated
jer.slimeBall.text,Tiny Slimes only,小さいスライムのみ,translated
jer.slimeScale.text,Scales with Slime Size,スライムサイズにスケーリング,translated
jer.stacks,%s Stacks,%s スタック,translated
jer.third_quarter.moon,Third Quarter,下弦の月,translated
jer.thundering.text,When storming,嵐が降っているとき,translated
jer.villager.poi,Point of Interest,関心地点,translated
jer.villager.title,Villager Trades,村人の取引,translated
jer.waning_crescent.moon,Waning Crescent,下弦の三日月,translated
jer.waning_gibbous.moon,Waning Gibbous,下弦の満月,translated
jer.waxing_crescent.moon,Waxing Crescent,上弦の三日月,translated
jer.waxing_gibbous.moon,Waxing Gibbous,上弦の満月,translated
jer.wet.text,When wet,濡れているとき,translated
jer.worldgen.affectedByFortune,(Affected By Fortune),（幸運の効果を受ける）,translated
jer.worldgen.average,Avg. Drops,平均ドロップ数,translated
jer.worldgen.averageChunk,Avg. blocks per chunk,1チャンクあたりの平均ブロック数,translated
jer.worldgen.base,Normal,通常,translated
jer.worldgen.biomes,Spawn Biomes,スポーン バイオーム,translated
jer.worldgen.chance,with %s chance,%s の確率,translated
jer.worldgen.dimensions,Valid Dimensions,有効なディメンション,translated
jer.worldgen.drops,Drops,ドロップ,translated
jer.worldgen.silkTouch,Silk Touch Needed,シルクタッチが必要,translated
jer.worldgen.title,World Gen,ワールドジェン,translated
